"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"5310002360749","","negro","negro","","","","","","","","","1pcs","","","","","","","","{""en"": ""3""}","{}"
"5310002460043","","","","","","","","","","","","","","","","","","","","{}","{}"
"5310002460456","Euka","Bomboni euka","Bomboni euka","","","","","","","","","","","","","","","","","{""hr"": ""4""}","{}"
"5310002480041","","Žele","Žele","","","","","","","","","500 g","500","","","","","","","{}","{""en"": ""3""}"
"5310002585081","","Lokum","","Lokum","","","","","","","","400 g","400","g","","","360","100g","kcal","{""fr"": ""4""}","{}"
"5310002585203","Evropa","Lokum","Lokum","","","","","","","","","400 g","400.0","g","30.0","g","363.3333333333333","serving","kcal","{""en"": ""10"", ""es"": ""3""}","{}"
"5310002605062","","","","","","","","","","","","","","","","","","","","{}","{}"
"5310002605420","Evropa","Choco Rabbit Jelly","Choco Rabbit Jelly","","","","","","","","","","","","20.0","g","","","","{}","{}"
"5310002700545","SKOPJE","EVROPA","EVROPA","","","","","","","","","Jadran","","","","","","","","{}","{}"
"5310002700880","","HazelnuT","","HazelnuT","","","","","","","","300 g","300","","","","","","","{}","{""fr"": ""5""}"
"5310002703423","Evropa","Jadran","Jadran","","","","","","","","","45g","45","","","","","","","{}","{}"
"5310002703652","","Super8 barritas cacao","","","","","","","","","","4 x 48 g","192","g","","","528","100g","kcal","{""es"": ""3""}","{}"
"5310002703713","","Wafer relleno de crema de avellana","","","","","","","","","","","","","","","528","100g","kcal","{""es"": ""3""}","{}"
"5310002703720","europa","Súper 8 barritas","","","","","","","","","","4 x 48 g","192","g","","","528","100g","kcal","{""es"": ""3""}","{}"
"5310002703744","europa","Super dos barritas de limón","","","","","","","","","","","","","","","","","","{}","{""es"": ""3""}"
"5310002703751","","Super8 barritas limón","Super8 barritas limón","","","","","","","","","","","","","","0","100g","kcal","{""en"": ""8""}","{}"
"5310002703799","Veneto","Veneto wafers","Veneto wafers","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"5310002703805","","Veneto napolitana","Veneto napolitana","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"5310002703881","","","","","","","","","","","","","","","","","","","","{""sq"": ""10""}","{}"
"5310002704222","","Galletas Patrulla Canina","","","","","","","","","","","","","","","528","100g","kcal","{""es"": ""3""}","{}"
"5310002704239","","Wafwr relleno","","","","","","","","","","","","","","","528","100g","kcal","{""es"": ""3""}","{}"
"5310002730788","","","","","","","","","","","","","","","","","","","","{}","{""ro"": ""7""}"
"5310002750045","Evropa","Choco Wafers","Choco Wafers","","","","","","","","","","","","100","g","","","","{""en"": ""3""}","{}"
"5310002750694","Europa","Me&You XL avellana","","Me&You XL avellana","","","","","","","","","","","","","573","100g","kcal","{""fr"": ""3""}","{}"
"5310002750700","Europa","Me&You","","","","","","","","","","","","","","","456","100g","kcal","{""es"": ""3""}","{}"
"5310002750717","europa","Me&You","","","","","","","","","","","","","","","574","100g","kcal","{""es"": ""25""}","{}"
"5310002750724","","Me&you","","","","","","","","","","","","","","","573","100g","kcal","{""es"": ""3""}","{}"
"5310002750786","Evropa","XL Together Hazelnut","","XL Together Hazelnut","","","Gaufrette enrobée de cacao et fourrée de crème noisette","","Gaufrette enrobée de cacao et fourrée de crème noisette","","","4 * 38 g","152","g","","","574","100g","kcal","{""fr"": ""5""}","{}"
"5310002750861","","Me&You coconut","","","","","","","","","","","","","","","573.2","100g","kcal","{""es"": ""16""}","{}"
"5310002750878","Europa","Me&you","","","","","","","","","","4 x 38 g","152","g","","","240","100g","kcal","{""en"": ""19"", ""es"": ""13""}","{}"
"5310002750892","europa","Chocolatina Me&You","","","","","","","","","","","","","","","109","100g","kcal","{""es"": ""21""}","{}"
"5310002750908","","Mey you","","","","","","","","","","","","","","","","","","{""es"": ""3""}","{}"
"5310002750939","europa","Me & You","","","","","","","","","","","","","","","249","100g","kcal","{""es"": ""3""}","{}"
"5310002750946","","Me&You","","","","","","","","","","4 x 38 g","152","g","","","24","100g","kcal","{""es"": ""23""}","{}"
"5310002750984","","Me&You","","","","","","","","","","","","","","","240","100g","kcal","{""es"": ""3""}","{}"
"5310002755606","","flips Evropa","flips Evropa","","","","","","","","","","","","","","","","","{}","{}"
"5310002755620","","","Cips Evropa","","","","","","","","","","","","","","","","","{}","{}"
"5310004172388","Teuta","Bullgur","","","","","","","","","","","","","","","","","","{}","{}"
"5310005000376","","black peper","","","black peper","","","","","","","1pcs","0","","","","","","","{}","{""de"": ""3""}"
"5310005000420","Vitaminka","Vitaminka","Vitaminka","","","","","","","","","","","","","","","","","{}","{}"
"5310005000444","","","","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
