"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"694019902222002789","","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694020102221002520","BonÀrea","Fuet Extra con Pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694021301920002087","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""7""}","{}"
"694021601920002347","BonÀrea","Fuet Extra Con Pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""7""}","{}"
"694022803219001829","BonÀrea","Fuet extra con pavo","","","","","","","","","","28 g","28","g","","","415","100g","kcal","{""es"": ""9""}","{}"
"694022902721002574","BonÀrea","fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694023102522002523","BonÀrea","Fuet","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694023102522002943","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694023201920002231","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694023502822002948","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694023802622003054","BonÀrea","fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694024202320002332","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694024703319002062","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""8""}","{}"
"694025002722003338","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694025402520001916","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694025903419001432","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""8""}"
"694026103221002606","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""10""}","{}"
"694026103419001961","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""7""}"
"694026303619001758","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","416","100g","kcal","{""es"": ""8""}","{}"
"694026303619001901","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""8""}","{}"
"694026902920002081","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027103122003121","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027103521002398","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027303122002814","","Fuet Extra con Pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027303122003149","BonÀrea","FUERA EXTRA CON PAVO","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027303521002194","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027303521002712","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027403719001579","Bonarea","Fuet extra con pavo","","Fuet extra con pavo","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"694027403719001937","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""3""}"
"694027603020002610","BonÀrea","Fuet Extra con Pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694027703919001882","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""8""}","{}"
"694027803222003051","","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694028103919001810","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694028103919001919","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""8""}","{}"
"694028104019002066","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694028504019001876","BonÀrea","Fuet extra amb gall d'indi","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694028504019002026","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694029004219001816","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694029004219001830","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694029004219001939","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694029803921002063","BonÀrea","Fuet con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694030403520002424","BonÀrea","Fuet extra con Pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694030503822003287","BonÀrea","Fuera extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694030803520002545","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694030804021002294","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694031303722003023","BonÀrea","Fuet extracto pavo fuet extra amb gall dindi","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694031803320002225","BonÀrea","fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694031804519001982","BonÀrea","Fuet extra con pavo","","","","","","","","","","6 g","6","g","","","415","100g","kcal","{""es"": ""3""}","{}"
"694032104221002185","","Fuet Extra con pavo","Fuet Extra con pavo","","","","","","","","","","","","","","415","100g","kcal","{""en"": ""3""}","{}"
"694032404619002071","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""8""}","{}"
"694032404619002101","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""3""}"
"694032404619002231","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""6""}"
"694033104719002009","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694033304819001883","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694033604222003567","BonÀrea","Fuet pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694034304919001973","BonÀrea","Fuet extra con pavo","","","","","","","","","","6 g","6","g","","","415","100g","kcal","{""es"": ""3""}","{}"
"694034504020002429","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694035104120001965","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694035704322002977","","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694036104521002249","BonÀrea","Fuet extra  con pabo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694036104621002484","BonÀrea","Fuet extra con pavo","","","","","","","","","","","","","","","415","100g","kcal","{""es"": ""3""}","{}"
"694036505019002220","BonÀrea","Fuet extra con Pavo","","","","","","","","","","6 g","6","g","","","415","100g","kcal","{""es"": ""3""}","{}"
"694101404623001908","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694101504321002105","BonÀrea","Chorizo Casero Extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694104400121002147","BonÀrea","Chorizo casero","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694105005120001390","BonÀrea","Chorizo casero extra","","","","","","","","","","24 g","24","g","","","413","100g","kcal","{""es"": ""3""}","{}"
"694105005120001598","BonÀrea","Chorizo","","","","","","","","","","24 g","24","g","","","413","100g","kcal","{""es"": ""3""}","{}"
"694105305320001634","BonÀrea","Xoriço casola extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694109100721001780","BonÀrea","Chorizo casero","","","","","","","","","","24 g","24","g","","","413","100g","kcal","{""es"": ""3""}","{}"
"694111200722002238","BonÀrea","Chorizo Casero Extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694112400922001829","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694114801321002161","BonÀrea","Chorizo casero","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694118101821001920","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694119301620001629","BonÀrea","","","","","","","","","","","","","","","","","","","{}","{}"
"694120001820001639","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694121301920001942","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694121502222002556","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694125602719001386","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694125602719001638","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694128403619001448","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694129103122002275","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694129903719001601","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694130003422002493","","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694130303120001980","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","419","100g","kcal","{""es"": ""3""}","{}"
"694130803819001586","BonÀrea","chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694130903622001985","BonÀrea","Chorizo Casero Extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694131303819001528","BonÀrea","Xoriço casolà extra","","Xoriço casolà extra","","","","","","","","24 g","24","g","","","413","100g","kcal","{""fr"": ""3""}","{}"
"694131603821002156","BonÀrea","Chorizo","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694131803919001720","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694131903919001635","BonÀrea","Chorizo casero extra","","","","","","","","","","24 g","24","g","","","413","100g","kcal","{""es"": ""3""}","{}"
"694132103921002166","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694132603720001891","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""10""}","{}"
"694133704119001498","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694134004222002429","BonÀrea","Chorizo","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694134404321002137","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694134804222002425","BonÀrea","Chorizo casero extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694136404322002028","","Chorizo Casero Extra","","","","","","","","","","","","","","","413","100g","kcal","{""es"": ""3""}","{}"
"694143695583342545","IHOP","IHOP, Double BLT","IHOP, Double BLT","","","","","","","","","1 serving(s)","0.0","","100.0","g","","","","{}","{}"
"694463463474482574","Sushi Delivery","Mango Salmon","","Mango Salmon","","","","","","","","","","","","","","","","{""fr"": ""3""}","{}"
"694600205720002647","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694600205720002739","BonÀrea","Pechuga de pavo adobada con pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694600405720002634","Bonarea","Pechuga de pavo adobada con pimenton","","Pechuga de pavo adobada con pimenton","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"694601200223003695","BonÀrea","Pechuga de pavo","","","","","","","","","","","","","","","","","","{}","{""es"": ""3""}"
"694602000422003361","BonÀrea","Pechuga de Pavo adobada pimenton","","","","","","","","","","25 g","25","g","","","93","100g","kcal","{""es"": ""3""}","{}"
"694602400522003238","BonÀrea","Pechuga de pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694603200822003018","BonÀrea","PECHUGA PAVO ADOBADA PIMENTÓN","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694603806820002659","BonÀrea","Pechuga de pavo adobada pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694604007421002461","BonÀrea","Pechuga de pavo adobada pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694604206920002969","","","","","","","","","","","","","","","","","","","","{}","{}"
"694604401123003472","BonÀrea","Pechuga de pavo adovada","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694604601122003415","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694605107220002736","BonÀrea","Pechuga de pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694605601422002902","BonÀrea","Pechuga de pavo adobada","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694606207520002623","BonÀrea","Pechuga de pavo","","","","","","","","","","","","","","","394","100g","kcal","{""es"": ""3""}","{}"
"694607502022003666","BonÀrea","Pechuga Pavo Adobada Pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694609308821003016","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694609809021002934","BonÀrea","Pechuga de pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694610402822003399","BonÀrea","Pechuga adobada","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694610402822003450","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694611309421002794","BonÀrea","Pechuga de pavo adobada pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694612503222003625","BonÀrea","Pechuga de pavo adobada","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694612609821002783","BonÀrea","Pechuga de Pavo Adobada Pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694612909420002635","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694613209420003106","","Pechuga Pavo Adobada Pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694614209720003218","BonÀrea","Pechuga pavo adobada pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694614303822003616","BonÀrea","Pechuga de pavo adobada","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694615304122003916","BonÀrea","Pechuga de pavo adobada pimenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694620902121002927","BonÀrea","Pechuga pavo adobada pinenton","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
"694623202320003075","BonÀrea","Pechuga pavo adobada pimentón","","","","","","","","","","","","","","","93","100g","kcal","{""es"": ""3""}","{}"
