product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
2153986,4000186020201,Leimer,"[""Paniermischung Panat"", ""Panat""]",200,g,200.0,g,,,g,"{""0"": 338.7, ""1"": 2.3, ""2"": 0.8, ""3"": 66.0, ""4"": 5.6, ""5"": 3.2, ""6"": 11.9, ""7"": 8.3, ""8"": 3320000.0, ""9"": 27596.15, ""11"": 259.453, ""12"": 114.617, ""13"": 2038.6050000000002, ""14"": 65715.675, ""15"": 1961.23, ""16"": 204322.0, ""17"": 257194.84999999998, ""18"": 8975950.0, ""19"": 1739.1019999999999, ""20"": 5481000.0, ""21"": 255.78, ""22"": 2012449.9999999998, ""23"": 104.059, ""24"": 4418000.0, ""25"": 223.325, ""26"": 1719050.0, ""27"": 744.871, ""29"": 2522705.0, ""30"": 8549500.0, ""31"": 483.66}","{""de"": ""7"", ""en"": ""30""}",{}
2153987,4000186020607,,"[""Paniermehl Leimer""]",2500.0,g,2500.0,g,,,,,{},"{""de"": ""5""}"
2153988,4000186021208,,"[""Fischpanade""]",0,,,,,,,,{},{}
2153989,4000186032105,Leimer,"[""Backerbsen""]",200,g,200.0,g,,,g,"{""0"": 508.8, ""1"": 30.0, ""2"": 15.9, ""3"": 51.0, ""4"": 4.0, ""6"": 8.7, ""7"": 3.3, ""8"": 1320000.0}","{""fr"": ""24""}",{}
2153990,4000186032204,Leimer,"[""Backerbsen"", ""Soup Pearls"", ""Pâtes noisettes"", ""Zuppa reale""]",200,g,200.0,g,,,g,"{""0"": 508.8, ""1"": 30.0, ""2"": 15.9, ""3"": 51.0, ""4"": 4.0, ""5"": 0.0, ""6"": 8.7, ""7"": 3.25, ""8"": 1320000.0}","{""de"": ""84""}",{}
2153991,4000186032501,Leimer,"[""Backerbsen""]",1000,g,1000.0,g,,,g,"{""0"": 37.04, ""1"": 1.0, ""3"": 7.0, ""6"": 0.01}",{},{}
2153992,4000186032730,Leimer,"[""Backerbsen"", ""Backerbsen - Familienpackung""]",500,g,500.0,g,,,g,"{""0"": 508.8, ""1"": 30.0, ""2"": 15.0, ""3"": 51.0, ""4"": 4.0, ""6"": 8.7, ""7"": 3.25, ""8"": 1300000.0}","{""fr"": ""10""}",{}
2153993,4000186032778,Leimer,"[""Backerbsen""]",200,g,200.0,g,,,g,"{""0"": 514.0, ""1"": 30.0, ""2"": 16.0, ""3"": 51.0, ""4"": 4.0, ""6"": 8.7, ""7"": 3.245, ""8"": 1298000.0}","{""sk"": ""3""}",{}
2153994,4000186032792,Leimer,"[""Backerbsen""]",145,g,145.0,g,,,g,"{""0"": 508.8, ""1"": 30.0, ""2"": 15.9, ""3"": 51.0, ""4"": 4.0, ""6"": 8.7, ""7"": 3.3, ""8"": 1320000.0}","{""de"": ""17""}",{}
2153995,4000186033065,Leimer,"[""Fleischklößchen""]",,,,,,,g,"{""0"": 98.50000000000001, ""1"": 7.1, ""2"": 3.1, ""3"": 0.7, ""4"": 0.3, ""5"": 2.1, ""6"": 6.9, ""7"": 1.2, ""8"": 480000.0}","{""de"": ""4""}",{}
