product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
2069567,3760239570046,,"[""Farine de chataigne""]",,,,,,,g,"{""0"": 368.79, ""1"": 3.91, ""2"": 0.7, ""3"": 78.4, ""4"": 30.1, ""5"": 7.45, ""6"": 5.0, ""7"": 0.0, ""8"": 0.0, ""9"": 27000.0, ""11"": 330.0, ""13"": 940.0, ""14"": 34500.0, ""15"": 2160.0, ""16"": 69800.0, ""17"": 550000.0, ""19"": 510.00000000000006, ""23"": 350.0, ""25"": 41600.0, ""27"": 500.0}","{""fr"": ""4""}",{}
2069568,3760239570053,,"[""Châtaignes séchées d’Ardèche""]",,,,,,,g,"{""0"": 368.79, ""1"": 3.91, ""2"": 0.7, ""3"": 78.4, ""4"": 30.1, ""6"": 5.0}","{""fr"": ""3""}",{}
2069569,3760239570060,,"[""La biroulade""]",,,,,,,g,"{""0"": 221.3, ""1"": 13.7, ""2"": 1.3, ""3"": 21.3, ""4"": 3.3, ""6"": 3.2, ""7"": 0.84, ""8"": 336000.0}","{""fr"": ""3""}",{}
2069570,3760239570077,,"[""Terrine de châtaigne méridionale""]",,,,,,,g,"{""0"": 202.7, ""1"": 11.5, ""2"": 1.1, ""3"": 22.5, ""4"": 3.2, ""6"": 2.3, ""7"": 0.76, ""8"": 304000.0}","{""fr"": ""3""}",{}
2069571,3760239570091,,"[""Delice de châtaignes""]",350,g,350.0,g,,,g,"{""0"": 213.1, ""1"": 0.7, ""2"": 0.1, ""3"": 50.6, ""4"": 36.4, ""6"": 1.1, ""7"": 0.0, ""8"": 0.0}","{""fr"": ""4""}",{}
2069572,3760239570107,Annick Et Veronique Desbrus,"[""Delice de chataignes vanille Bourbon""]",,,,,,,g,"{""0"": 212.70000000000002, ""1"": 0.7, ""2"": 0.1, ""3"": 50.6, ""4"": 36.4, ""6"": 1.0, ""7"": 0.02, ""8"": 8000.0}","{""fr"": ""4""}",{}
2069573,3760239570114,,"[""Castanella Châtaigne, noisettes et cacao""]",,,,,,,g,"{""0"": 251.7, ""1"": 6.9, ""2"": 0.9, ""3"": 45.0, ""4"": 31.9, ""6"": 2.4, ""7"": 0.02, ""8"": 8000.0}","{""fr"": ""4""}",{}
2069574,3760239570121,,"[""Délice de châtaignes""]",,,,,,,g,"{""0"": 213.10000000000002, ""1"": 0.7, ""2"": 0.1, ""3"": 50.6, ""4"": 36.4, ""6"": 1.1, ""7"": 0.022, ""8"": 8800.0}","{""fr"": ""4""}",{}
2069575,3760239570138,La Forêt Du Puy,"[""Délice de châtaigne""]",,,,,,,g,"{""0"": 212.70000000000002, ""1"": 0.7, ""2"": 0.1, ""3"": 50.6, ""4"": 36.4, ""6"": 1.0, ""7"": 0.02, ""8"": 8000.0}","{""fr"": ""4""}",{}
2069576,3760239570152,,"[""Délice de châtaigne""]",,,,,,,g,"{""0"": 216.70000000000002, ""1"": 0.7, ""2"": 0.1, ""3"": 51.6, ""4"": 37.9, ""6"": 1.0, ""7"": 0.02, ""8"": 8000.0}","{""fr"": ""4""}",{}
2069577,3760239570176,,"[""Castanella""]",230,g,230.0,g,,,g,"{""0"": 251.7, ""1"": 6.9, ""2"": 0.9, ""3"": 45.0, ""4"": 31.9, ""6"": 2.4, ""7"": 0.02, ""8"": 8000.0}",{},{}
2069578,3760239570190,La Foret Du Puy,"[""Brise de chataigne""]",500,g,500.0,g,,,g,"{""0"": 368.79, ""1"": 3.91, ""2"": 0.7, ""3"": 78.4, ""4"": 30.1, ""6"": 5.0, ""7"": 0.03, ""8"": 12000.0}","{""fr"": ""4""}",{}
2069579,3760239570206,,"[""Brises de châtaignes""]",,,,,,,g,"{""0"": 368.79, ""1"": 3.91, ""2"": 0.7, ""3"": 78.4, ""4"": 30.1, ""5"": 7.45, ""6"": 5.0, ""7"": 0.3, ""8"": 120000.0, ""9"": 27000.0, ""11"": 330.0, ""13"": 940.0, ""14"": 34500.0, ""15"": 2160.0, ""16"": 69800.0, ""17"": 550000.0, ""19"": 510.00000000000006, ""23"": 350.0, ""25"": 41600.0, ""27"": 500.0}","{""fr"": ""3""}",{}
2069580,3760239570237,,"[""Purée de châtaignes""]",,,,,,,g,"{""0"": 84.89999999999999, ""1"": 0.9, ""2"": 0.2, ""3"": 17.9, ""4"": 0.0, ""6"": 1.3}","{""fr"": ""3""}",{}
2069581,3760239570244,,"[""Purée de châtaigne""]",,,,,,,g,"{""0"": 84.89999999999999, ""1"": 0.9, ""2"": 0.2, ""3"": 17.9, ""4"": 0.0, ""6"": 1.3}","{""fr"": ""3""}",{}
2069582,3760239570282,,"[""Délice de châtaignes aux écorces d'orange confites""]",,,,,,,g,"{""0"": 217.10000000000002, ""1"": 0.7, ""2"": 0.1, ""3"": 51.7, ""4"": 37.9, ""6"": 1.0}","{""fr"": ""3""}",{}
2069583,3760239570299,,"[""Délice de Chataignes aux ecorces de citron confites""]",,,,,100.0,g,,,"{""fr"": ""3""}",{}
2069584,3760239570329,,"[""Moelleux de châtaignes""]",,,,,,,g,"{""0"": 413.30000000000007, ""1"": 21.3, ""2"": 3.1, ""3"": 50.5, ""4"": 30.8, ""5"": 7.2079875, ""6"": 4.9, ""7"": 0.04, ""8"": 16000.0, ""9"": 47209.778437500005, ""11"": 297.56546875, ""12"": 2143920.0, ""13"": 351.03565625, ""14"": 41399.52796875, ""15"": 1845.07713, ""16"": 278703.81562500005, ""17"": 383429.0278125, ""18"": 7.1492871875, ""19"": 801.1083125, ""20"": 25.7985, ""21"": 203.653125, ""22"": 151.17709375, ""23"": 349.4615625, ""24"": 0.2055375, ""25"": 9004.4296875, ""26"": 0.2734003125, ""27"": 3192.2690625, ""29"": 126.212371875, ""30"": 1191.0661875, ""31"": 1091.6775}","{""fr"": ""4""}",{}
2069585,3760239570336,,"[""Moelleux de chataigne""]",,,,,,,g,"{""0"": 429.29999999999995, ""1"": 23.7, ""2"": 3.2, ""3"": 48.5, ""4"": 29.5, ""6"": 5.5, ""7"": 0.04, ""8"": 16000.0}","{""fr"": ""4""}",{}
2069586,3760239570428,La forêt du puy,"[""Moelleux de châtaignes""]",,,,,300.0,g,g,"{""0"": 414.79999923706055, ""1"": 20.399999618530273, ""2"": 3.0999999046325684, ""3"": 52.70000076293945, ""4"": 34.099998474121094, ""6"": 5.099999904632568}",{},{}
2069587,3760239570466,,"[""Délice de châtaignes aux amandes""]",,,,,,,g,"{""0"": 248.29999999999998, ""1"": 6.3, ""2"": 0.6, ""3"": 44.4, ""4"": 31.9, ""6"": 3.5, ""7"": 0.03, ""8"": 12000.0}","{""fr"": ""4""}",{}
2069588,3760239570510,La Forêt du Puy,"[""Châtaignes entière épluchés""]",,,,,,,g,"{""0"": 221.3, ""1"": 13.7, ""2"": 0.3, ""3"": 21.3, ""4"": 3.3, ""6"": 3.2, ""7"": 0.08, ""8"": 32000.0}","{""fr"": ""4""}",{}
2069589,3760239570527,,"[""Delice de châtaignes aux amandes""]",,,,,,,g,"{""0"": 248.29999999999998, ""1"": 6.3, ""2"": 0.6, ""3"": 44.4, ""4"": 31.9, ""6"": 3.5, ""7"": 0.03, ""8"": 12000.0}","{""fr"": ""4""}",{}
2069590,3760239587143,,"[""Morgon""]",750,ml,750.0,ml,,,,,{},{}
2069591,3760239607018,,"[""Pineau des Charentes""]",,,,,,,,,{},"{""fr"": ""3""}"
2069592,3760239710015,,"[""Champagne""]",,,,,,,,,{},"{""fr"": ""3""}"
2069593,3760239750011,Les Mille Sources,"[""Pâté à l'ancienne - Campagne aux cèpes""]",,,,,,,g,"{""0"": 317.0, ""1"": 29.0, ""2"": 10.0, ""3"": 0.0, ""4"": 0.0, ""6"": 14.0, ""7"": 1.4, ""8"": 560000.0}","{""fr"": ""3""}",{}
2069594,3760239750028,Les Mille Sources,"[""Pâté de Foie de Volaille""]",,,,,,,g,"{""7"": 0.0, ""8"": 0.0}","{""fr"": ""3""}",{}
2069595,3760239750042,Les Mille Sources,"[""Pâté de lapin""]",,,,,,,g,"{""0"": 326.0, ""1"": 30.0, ""2"": 10.0, ""3"": 0.0, ""4"": 0.0, ""6"": 14.0, ""7"": 1.5, ""8"": 600000.0}","{""fr"": ""3""}",{}
2069596,3760239750066,les mille sources,"[""Pâté de Sanglier / A l’ancienne""]",180.0,g,180.0,g,180.0,g,g,"{""0"": 317.0, ""1"": 29.0, ""2"": 10.0, ""3"": 0.0, ""4"": 0.0, ""5"": 1.32355, ""6"": 14.0, ""7"": 1.4, ""8"": 560000.0, ""9"": 33927.69, ""11"": 188.764, ""12"": 26.20324, ""13"": 3238.79, ""14"": 33476.3, ""15"": 816.044, ""16"": 207904.5, ""17"": 410718.8, ""18"": 9.8904, ""19"": 2886.9260000000004, ""20"": 2.71001, ""21"": 486.51, ""22"": 95.1375, ""23"": 357.10499999999996, ""24"": 0.34987, ""25"": 2277.185, ""26"": 0.309125, ""27"": 212.255, ""29"": 5.36265, ""30"": 3990.8599999999997, ""31"": 491.03999999999996}","{""fr"": ""14""}",{}
2069597,3760239750165,conserverie les milles sources,"[""canard au poivre vert""]",180,g,180.0,g,,,g,"{""0"": 174.11789999999996, ""1"": 7.2513, ""2"": 1.9022, ""3"": 3.7889, ""4"": 0.4665, ""5"": 2.636, ""6"": 22.10965, ""7"": 2.58666375, ""8"": 1038068.0, ""9"": 78342.5, ""11"": 174.42624999999998, ""12"": 50.7185, ""13"": 4702.70475, ""14"": 37521.25, ""15"": 1244.895, ""16"": 170975.0, ""17"": 400852.5, ""18"": 8.02975, ""19"": 1610.15, ""20"": 6.6215, ""21"": 381.95, ""22"": 92.35, ""23"": 305.75, ""24"": 0.30175, ""25"": 8548.25, ""26"": 0.28625, ""27"": 447.925, ""29"": 12.5625, ""30"": 3160.3, ""31"": 486.25}","{""fr"": ""4""}",{}
2069598,3760239750233,Les Mille Sources,"[""Rillettes d'oie""]",180,g,180.0,g,,,g,"{""0"": 269.0, ""1"": 25.0, ""2"": 7.3, ""3"": 0.0, ""4"": 0.0, ""6"": 11.0, ""7"": 0.7, ""8"": 280000.0}","{""fr"": ""3""}",{}
2069599,3760239750240,Les Mille Sources,"[""Boudin à tartiner""]",180,g,180.0,g,,,,,"{""fr"": ""4""}",{}
2069600,3760239750349,,"[""Gateau limousin aux myrtilles""]",350,g,350.0,g,,,g,"{""0"": 442.0, ""1"": 26.0, ""2"": 5.9, ""3"": 45.0, ""4"": 27.0, ""6"": 7.0, ""7"": 0.09, ""8"": 36000.0}","{""fr"": ""10""}",{}
2069601,3760239750516,Les Mille Sources,"[""Bœuf bourguignon""]",320,g,320.0,g,,,g,"{""0"": 138.60000000000002, ""1"": 7.4, ""2"": 3.0, ""3"": 4.0, ""4"": 1.5, ""6"": 14.0, ""7"": 0.43, ""8"": 172000.0}","{""fr"": ""3""}",{}
2069602,3760239750585,Les Mille Sources,"[""Veau marengo""]",,,,,,,g,"{""0"": 90.1, ""1"": 2.9, ""2"": 1.3, ""3"": 4.0, ""4"": 1.7, ""6"": 12.0, ""7"": 0.32, ""8"": 128000.0}","{""fr"": ""4""}",{}
2069603,3760239750820,,"[""Confit de Canard""]",700,g,700.0,g,,,,,{},"{""de"": ""4""}"
2069604,3760239750844,,"[""Crème brûlée à la châtaigne""]",110,g,110.0,g,,,g,"{""0"": 340.4, ""1"": 28.0, ""2"": 18.0, ""3"": 19.0, ""4"": 17.0, ""6"": 3.1, ""7"": 0.0, ""8"": 0.0}","{""fr"": ""4""}",{}
2069605,3760239750899,Les Mille Sources,"[""Chili de Boeuf race Limousine et ses légumes""]",380,g,380.0,g,,,g,"{""0"": 110.6, ""1"": 6.6, ""2"": 2.0, ""3"": 4.7, ""4"": 2.3, ""6"": 8.1, ""7"": 0.81, ""8"": 324000.0}","{""fr"": ""3""}",{}
2069606,3760239751032,,"[""Mijoté de Canard aux Cèpes et vin de Bergerac""]",320,g,320.0,g,,,g,"{""0"": 232.6, ""1"": 21.0, ""2"": 7.2, ""3"": 3.6, ""4"": 1.3, ""6"": 7.3, ""7"": 0.41, ""8"": 164000.0}","{""fr"": ""3""}",{}
2069607,3760239751070,,"[""Chili de boeuf race Limousine et ses légumes""]",,,,,,,g,"{""0"": 110.6, ""1"": 6.6, ""2"": 2.0, ""3"": 4.7, ""4"": 2.3, ""6"": 8.1, ""7"": 0.81, ""8"": 324000.0}","{""fr"": ""3""}",{}
2069608,3760239751117,Les Mille Sources,"[""Courgettes a la provencale""]",,,,,,,,,{},"{""fr"": ""4""}"
2069609,3760239751131,Les Mille Sources,"[""Terrine de foie de volaille""]",90,g,90.0,g,,,g,"{""0"": 302.6, ""1"": 27.0, ""2"": 8.8, ""3"": 0.9, ""4"": 0.6, ""6"": 14.0, ""7"": 1.6, ""8"": 640000.0}","{""fr"": ""4""}",{}
