standard,nutrient_key,display_name,category,life_stage_group,age_min_months,age_max_months,unit,rda_value,ai_value,ul_value,source_files
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,97,156,μg,1250000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,157,216,μg,1250000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,217,360,μg,700000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,361,600,μg,700000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,601,840,μg,700000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,841,9999,μg,700000,,3000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,PREGNANT,157,216,μg,1250000,,3500000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,PREGNANT,217,360,μg,700000,,3500000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,PREGNANT,361,600,μg,700000,,3500000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,BREASTFEEDING,157,216,μg,1250000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,BREASTFEEDING,217,360,μg,700000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,BREASTFEEDING,361,600,μg,700000,,4000000,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,CHILD,13,36,μg,,2000000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,CHILD,37,96,μg,,2300000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,97,156,μg,,2500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,157,216,μg,,3000000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,217,360,μg,,3400000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,361,600,μg,,3400000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,601,840,μg,,3400000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,841,9999,μg,,3400000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,97,156,μg,,2300000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,157,216,μg,,2300000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,217,360,μg,,2600000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,361,600,μg,,2600000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,601,840,μg,,2600000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,841,9999,μg,,2600000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,PREGNANT,157,216,μg,,2600000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,PREGNANT,217,360,μg,,2900000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,PREGNANT,361,600,μg,,2900000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,BREASTFEEDING,157,216,μg,,2500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,BREASTFEEDING,217,360,μg,,2800000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,POTASSIUM,Potassium,MINERAL,BREASTFEEDING,361,600,μg,,2800000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,CHILD,13,36,μg,20,,90,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,CHILD,37,96,μg,30,,150,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,97,156,μg,40,,280,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,157,216,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,217,360,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,361,600,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,601,840,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,841,9999,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,97,156,μg,40,,280,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,157,216,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,217,360,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,361,600,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,601,840,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,841,9999,μg,55,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,PREGNANT,157,216,μg,60,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,PREGNANT,217,360,μg,60,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,PREGNANT,361,600,μg,60,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,BREASTFEEDING,157,216,μg,70,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,BREASTFEEDING,217,360,μg,70,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SELENIUM,Selenium,MINERAL,BREASTFEEDING,361,600,μg,70,,400,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,CHILD,13,36,μg,,800000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,CHILD,37,96,μg,,1000000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,97,156,μg,,1200000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,157,216,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,217,360,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,361,600,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,601,840,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,841,9999,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,97,156,μg,,1200000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,157,216,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,217,360,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,361,600,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,601,840,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,841,9999,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,PREGNANT,157,216,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,PREGNANT,217,360,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,PREGNANT,361,600,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,BREASTFEEDING,157,216,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,BREASTFEEDING,217,360,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,SODIUM,Sodium,MINERAL,BREASTFEEDING,361,600,μg,,1500000,ND,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,CHILD,13,36,μg,3000,,7000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,CHILD,37,96,μg,5000,,12000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,97,156,μg,8000,,23000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,157,216,μg,11000,,34000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,217,360,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,361,600,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,601,840,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,841,9999,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,97,156,μg,8000,,23000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,157,216,μg,9000,,34000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,217,360,μg,8000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,361,600,μg,8000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,601,840,μg,8000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,841,9999,μg,8000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,PREGNANT,157,216,μg,12000,,34000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,PREGNANT,217,360,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,PREGNANT,361,600,μg,11000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,BREASTFEEDING,157,216,μg,13000,,34000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,BREASTFEEDING,217,360,μg,12000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,ZINC,Zinc,MINERAL,BREASTFEEDING,361,600,μg,12000,,40000,rec_elements.csv; upper_elements.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,CHILD,13,36,μg,,8,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,CHILD,37,96,μg,,12,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,97,156,μg,,20,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,157,216,μg,,25,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,217,360,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,361,600,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,601,840,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,MALE,841,9999,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,97,156,μg,,20,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,157,216,μg,,25,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,217,360,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,361,600,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,601,840,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,FEMALE,841,9999,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,PREGNANT,157,216,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,PREGNANT,217,360,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,PREGNANT,361,600,μg,,30,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,BREASTFEEDING,157,216,μg,,35,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,BREASTFEEDING,217,360,μg,,35,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,BIOTIN,Biotin,VITAMIN,BREASTFEEDING,361,600,μg,,35,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,CHILD,13,36,μg,,200000,1000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,CHILD,37,96,μg,,250000,1000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,97,156,μg,,375000,2000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,157,216,μg,,550000,3000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,217,360,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,361,600,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,601,840,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,MALE,841,9999,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,97,156,μg,,375000,2000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,157,216,μg,,400000,3000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,217,360,μg,,425000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,361,600,μg,,425000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,601,840,μg,,425000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,FEMALE,841,9999,μg,,425000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,PREGNANT,157,216,μg,,450000,3000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,PREGNANT,217,360,μg,,450000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,PREGNANT,361,600,μg,,450000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,BREASTFEEDING,157,216,μg,,550000,3000000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,BREASTFEEDING,217,360,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,CHOLINE,Choline,VITAMIN,BREASTFEEDING,361,600,μg,,550000,3500000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,CHILD,13,36,μg,150,,300,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,CHILD,37,96,μg,200,,400,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,97,156,μg,300,,600,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,157,216,μg,400,,800,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,217,360,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,361,600,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,601,840,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,MALE,841,9999,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,97,156,μg,300,,600,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,157,216,μg,400,,800,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,217,360,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,361,600,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,601,840,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,FEMALE,841,9999,μg,400,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,PREGNANT,157,216,μg,600,,800,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,PREGNANT,217,360,μg,600,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,PREGNANT,361,600,μg,600,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,BREASTFEEDING,157,216,μg,500,,800,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,BREASTFEEDING,217,360,μg,500,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,FOLATE,Folate,VITAMIN,BREASTFEEDING,361,600,μg,500,,1000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,CHILD,13,36,μg,6000,,10000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,CHILD,37,96,μg,8000,,15000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,97,156,μg,12000,,20000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,157,216,μg,16000,,30000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,217,360,μg,16000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,361,600,μg,16000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,601,840,μg,16000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,MALE,841,9999,μg,16000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,97,156,μg,12000,,20000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,157,216,μg,14000,,30000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,217,360,μg,14000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,361,600,μg,14000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,601,840,μg,14000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,FEMALE,841,9999,μg,14000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,PREGNANT,157,216,μg,18000,,30000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,PREGNANT,217,360,μg,18000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,PREGNANT,361,600,μg,18000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,BREASTFEEDING,157,216,μg,17000,,30000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,BREASTFEEDING,217,360,μg,17000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,NIACIN,Niacin,VITAMIN,BREASTFEEDING,361,600,μg,17000,,35000,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,CHILD,13,36,μg,,2000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,CHILD,37,96,μg,,3000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,97,156,μg,,4000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,157,216,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,217,360,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,361,600,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,601,840,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,MALE,841,9999,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,97,156,μg,,4000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,157,216,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,217,360,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,361,600,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,601,840,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,FEMALE,841,9999,μg,,5000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,PREGNANT,157,216,μg,,6000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,PREGNANT,217,360,μg,,6000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,PREGNANT,361,600,μg,,6000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,BREASTFEEDING,157,216,μg,,7000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,BREASTFEEDING,217,360,μg,,7000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,PANTOTHENIC_ACID,Pantothenic Acid,VITAMIN,BREASTFEEDING,361,600,μg,,7000,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,CHILD,13,36,μg,500,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,CHILD,37,96,μg,600,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,97,156,μg,900,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,157,216,μg,1300,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,217,360,μg,1300,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,361,600,μg,1300,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,601,840,μg,1300,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,MALE,841,9999,μg,1300,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,FEMALE,97,156,μg,900,,ND,rec_vitamins.csv; upper_vitamins.csv
DRI_US_CA,RIBOFLAVIN,Riboflavin,VITAMIN,FEMALE,157,216,μg,1000,,ND,rec_vitamins.csv; upper_vitamins.csv
