standard,nutrient_key,display_name,category,sex,life_stage,age_min_months,age_max_months,target_value,target_min_value,target_max_value,unit,reference_type,source_life_stage_group,source,notes
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,612,851,45,,,μg,RDA,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,612,851,700,,,mg,RDA,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,612,851,55,,,μg,RDA,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,612,851,11,,,mg,RDA,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,NORMAL,612,851,3400,,,mg,AI,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,NORMAL,612,851,1500,,,mg,AI,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,MALE,NORMAL,612,851,2,,,g,AI,Males 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,MALE,NORMAL,852,9999,1200,,,mg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,MALE,NORMAL,852,9999,30,,,μg,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,MALE,NORMAL,852,9999,900,,,μg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,MALE,NORMAL,852,9999,4,,,mg,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,MALE,NORMAL,852,9999,150,,,μg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,MALE,NORMAL,852,9999,8,,,mg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,MALE,NORMAL,852,9999,420,,,mg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,MALE,NORMAL,852,9999,2.3,,,mg,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,MALE,NORMAL,852,9999,45,,,μg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,MALE,NORMAL,852,9999,700,,,mg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,MALE,NORMAL,852,9999,55,,,μg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,MALE,NORMAL,852,9999,11,,,mg,RDA,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,MALE,NORMAL,852,9999,3400,,,mg,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,MALE,NORMAL,852,9999,1500,,,mg,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,MALE,NORMAL,852,9999,1.8,,,g,AI,Males >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,108,167,1300,,,mg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,108,167,21,,,μg,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,108,167,700,,,μg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,108,167,2,,,mg,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,108,167,120,,,μg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,108,167,8,,,mg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,108,167,240,,,mg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,108,167,1.6,,,mg,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,108,167,34,,,μg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,108,167,1250,,,mg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,108,167,40,,,μg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,108,167,8,,,mg,RDA,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,108,167,2300,,,mg,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,108,167,1200,,,mg,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,108,167,2.3,,,g,AI,Females 9-13 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,168,227,1300,,,mg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,168,227,24,,,μg,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,168,227,890,,,μg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,168,227,3,,,mg,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,168,227,150,,,μg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,168,227,15,,,mg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,168,227,360,,,mg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,168,227,1.6,,,mg,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,168,227,43,,,μg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,168,227,1250,,,mg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,168,227,55,,,μg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,168,227,9,,,mg,RDA,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,168,227,2300,,,mg,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,168,227,1500,,,mg,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,168,227,2.3,,,g,AI,Females 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,228,371,1000,,,mg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,228,371,25,,,μg,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,228,371,900,,,μg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,228,371,3,,,mg,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,228,371,150,,,μg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,228,371,18,,,mg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,228,371,310,,,mg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,228,371,1.8,,,mg,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,228,371,45,,,μg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,228,371,700,,,mg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,228,371,55,,,μg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,228,371,8,,,mg,RDA,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,228,371,2600,,,mg,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,228,371,1500,,,mg,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,228,371,2.3,,,g,AI,Females 19-30 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,372,611,1000,,,mg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,372,611,25,,,μg,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,372,611,900,,,μg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,372,611,3,,,mg,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,372,611,150,,,μg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,372,611,18,,,mg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,372,611,320,,,mg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,372,611,1.8,,,mg,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,372,611,45,,,μg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,372,611,700,,,mg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,372,611,55,,,μg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,372,611,8,,,mg,RDA,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,372,611,2600,,,mg,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,372,611,1500,,,mg,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,372,611,2.3,,,g,AI,Females 31-50 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,612,851,1200,,,mg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,612,851,20,,,μg,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,612,851,900,,,μg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,612,851,3,,,mg,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,612,851,150,,,μg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,612,851,8,,,mg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,612,851,320,,,mg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,612,851,1.8,,,mg,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,612,851,45,,,μg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,612,851,700,,,mg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,612,851,55,,,μg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,612,851,8,,,mg,RDA,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,612,851,2600,,,mg,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,612,851,1500,,,mg,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,612,851,2,,,g,AI,Females 51-70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,NORMAL,852,9999,1200,,,mg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,NORMAL,852,9999,20,,,μg,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,NORMAL,852,9999,900,,,μg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,NORMAL,852,9999,3,,,mg,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,NORMAL,852,9999,150,,,μg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,NORMAL,852,9999,8,,,mg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,NORMAL,852,9999,320,,,mg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,NORMAL,852,9999,1.8,,,mg,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,NORMAL,852,9999,45,,,μg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,NORMAL,852,9999,700,,,mg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,NORMAL,852,9999,55,,,μg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,NORMAL,852,9999,8,,,mg,RDA,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,NORMAL,852,9999,2600,,,mg,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,NORMAL,852,9999,1500,,,mg,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,NORMAL,852,9999,1.8,,,g,AI,Females >70 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CALCIUM,Calcium,MINERAL,FEMALE,PREGNANCY,168,227,1300,,,mg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHROMIUM,Chromium,MINERAL,FEMALE,PREGNANCY,168,227,29,,,μg,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,COPPER,Copper,MINERAL,FEMALE,PREGNANCY,168,227,1000,,,μg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,FLUORIDE,Fluoride,MINERAL,FEMALE,PREGNANCY,168,227,3,,,mg,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IODINE,Iodine,MINERAL,FEMALE,PREGNANCY,168,227,220,,,μg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,IRON,Iron,MINERAL,FEMALE,PREGNANCY,168,227,27,,,mg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MAGNESIUM,Magnesium,MINERAL,FEMALE,PREGNANCY,168,227,400,,,mg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MANGANESE,Manganese,MINERAL,FEMALE,PREGNANCY,168,227,2,,,mg,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,MOLYBDENUM,Molybdenum,MINERAL,FEMALE,PREGNANCY,168,227,50,,,μg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,PHOSPHORUS,Phosphorus,MINERAL,FEMALE,PREGNANCY,168,227,1250,,,mg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SELENIUM,Selenium,MINERAL,FEMALE,PREGNANCY,168,227,60,,,μg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,ZINC,Zinc,MINERAL,FEMALE,PREGNANCY,168,227,12,,,mg,RDA,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,POTASSIUM,Potassium,MINERAL,FEMALE,PREGNANCY,168,227,2600,,,mg,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,SODIUM,Sodium,MINERAL,FEMALE,PREGNANCY,168,227,1500,,,mg,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
DRI_US_CA,CHLORIDE,Chloride,MINERAL,FEMALE,PREGNANCY,168,227,2.3,,,g,AI,Pregnancy 14-18 y,https://www.ncbi.nlm.nih.gov/books/NBK545442/table/appJ_tab3/?report=objectonly,
